opportunity_id,account,sales_agent,manager,regional_office,product,deal_stage,engage_date,close_value,priority_score,priority_label,top_positive_reason_1,top_positive_reason_2,top_risk_reason_1,top_risk_reason_2,recommended_action
A5DN7SE1,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
5697WKA6,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
8GNSME5U,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
5P4OCP0Q,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
MTH7D617,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
6QKBZAEQ,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
NSGU1K3N,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
ROM4I2T0,Rundofase,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
UK00OVV2,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
DWGARGA2,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
DGI6CB5K,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
VW8CEV4C,Konmatfix,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
S6BD2RV6,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
P43NZA0V,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
TFPZNRS3,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
SPTF1MZ4,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
WI5RHGX9,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
WAT7H38N,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
1FAU5C6V,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
Q5RRTVJK,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
KIOF5EM0,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
SH4FSTJV,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
AV50UWVV,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
KAZ72JJ0,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
A4M34F8C,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
QVWEPN6J,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
KLUS7RVS,Opentech,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
JD7ACALY,,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
6WNENPQM,Goodsilron,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
W2149WNZ,Golddex,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
WJK0O5J9,Doncon,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
JQ338VQC,Blackzim,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.11365939689199,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
SGI0VM1F,,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,40.07353796410029,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
KQPNPH8A,,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,40.07353796410029,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
0ZG6U7MQ,,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,40.07353796410029,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
2SZX9B7J,Sunnamplex,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,40.07353796410029,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
NKFG3KKP,,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,40.031871297433625,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
ZXNPF7PL,,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,40.031871297433625,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
473F6L9F,,Moses Frase,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.011095294327895,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
KN4LCS4D,,Moses Frase,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.011095294327895,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
IKR0NSUE,,Moses Frase,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.011095294327895,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
1969NL80,,Moses Frase,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.011095294327895,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
32NDDT4L,,Moses Frase,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.011095294327895,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
CLPDG9BG,Yearin,Moses Frase,Dustin Brinkmann,Central,MG Special,Prospecting,,,40.011095294327895,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
38K5251H,Fasehatice,Cecily Lampkin,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.98704210498381,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
QR63ME8L,,Cecily Lampkin,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.98704210498381,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
2TI0MAKP,Lexiqvolax,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
FNLAOXF8,,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
ZHPJ73Q6,Inity,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
Z6VQW8TB,,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
2G5ZMOYC,Scottech,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
2WWMPY7O,,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
EPOB4B15,,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,39.945375438317136,Foco Agora,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,avançar para o próximo passo hoje
